name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-235 e,Confirmed,,,,,,,0.198,0.026,0.026,46.183669,0.000425,0.000425,0.213,,,,,,,,,,2014,2021-02-05,,,,,,,2454998.23932,0.00501,0.00501,,,,,,,,,,0.68,0.34,0.34,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19041898+3916419 e, K00812.03, KIC 4139816 e, KOI-812 e, KOI-812.03, WISE J190418.97+391641.8  e",,Kepler-235,286.079103,39.278313,,,13.952,13.278,13.116,433.24,6.7,6.7,0.087,,,0.59,,,0.55,0.02,0.02,M0 V,,,,4255.0,100.0,100.0,,,"2MASS J19041898+3916419, KIC 4139816, KOI-812, WISE J190418.97+391641.8"
Kepler-236 b,Confirmed,,,,,,,0.14,0.011,0.011,8.295611,3.2e-05,3.2e-05,0.065,,,,,,,,,,2014,2021-02-05,,,,,,,2454968.79207,0.0023,0.0023,,,,,,,,,,0.67,0.13,0.13,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18552792+3953530 b, K00817.02, KIC 4725681 b, KOI-817 b, KOI-817.02, WISE J185527.93+395353.4  b",,Kepler-236,283.866378,39.898092,,,13.224,12.537,12.312,291.17,2.29,2.29,0.119,,,0.56,,,0.51,0.02,0.02,M1 V,,,,3750.0,150.0,150.0,,,"2MASS J18552792+3953530, KIC 4725681, KOI-817, WISE J185527.93+395353.4"
Kepler-236 c,Confirmed,,,,,,,0.178,0.015,0.015,23.968127,0.000174,0.000174,0.132,,,,,,,,,,2014,2021-02-05,,,,,,,2455019.2169,0.00362,0.00362,,,,,,,,,,0.84,0.31,0.31,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18552792+3953530 c, K00817.01, KIC 4725681 c, KOI-817 c, KOI-817.01, WISE J185527.93+395353.4  c",,Kepler-236,283.866378,39.898092,,,13.224,12.537,12.312,291.17,2.29,2.29,0.119,,,0.56,,,0.51,0.02,0.02,M1 V,,,,3750.0,150.0,150.0,,,"2MASS J18552792+3953530, KIC 4725681, KOI-817, WISE J185527.93+395353.4"
Kepler-237 b,Confirmed,,,,,,,0.126,0.067,0.067,4.715106,3e-05,3e-05,0.05,,,,,,,,,,2014,2021-02-05,,,,,,,2454967.95992,0.00396,0.00396,,,,,,,,,,0.19,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18525313+4025185 b, K00825.02, KIC 5252423 b, KOI-825 b, KOI-825.02, WISE J185253.12+402518.4  b",,Kepler-237,283.221387,40.421834,,,13.749,13.223,13.172,670.41,10.59,10.59,-0.077,,,0.7,,,0.72,0.38,0.38,,,,,4861.0,200.0,200.0,,,"2MASS J18525313+4025185, KIC 5252423, KOI-825, WISE J185253.12+402518.4"
Kepler-237 c,Confirmed,,,,,,,0.186,0.098,0.098,8.103636,3.2e-05,3.2e-05,0.071,,,,,,,,,,2014,2021-02-05,,,,,,,2455009.94805,0.00237,0.00237,,,,,,,,,,0.14,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18525313+4025185 c, K00825.01, KIC 5252423 c, KOI-825 c, KOI-825.01, WISE J185253.12+402518.4  c",,Kepler-237,283.221387,40.421834,,,13.749,13.223,13.172,670.41,10.59,10.59,-0.077,,,0.7,,,0.72,0.38,0.38,,,,,4861.0,200.0,200.0,,,"2MASS J18525313+4025185, KIC 5252423, KOI-825, WISE J185253.12+402518.4"
Kepler-238 b,Confirmed,,,,,,,0.154,0.036,0.036,2.090876,2e-05,2e-05,0.034,,,,,,,,,,2014,2021-02-05,,,,,,,2454967.1647,0.00553,0.00553,,,,,,,,,,0.78,0.29,0.29,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19113530+4038161 b, K00834.04, KIC 5436502 b, KOI-834 b, KOI-834.04, WISE J191135.30+403816.1  b",,Kepler-238,287.897113,40.637815,,,13.894,13.545,,1897.73,79.95,79.95,0.143,,,1.43,5.82,1.31,1.43,0.26,0.26,,,,,5751.0,100.0,100.0,,,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1"
Kepler-238 c,Confirmed,,,,,,,0.213,0.04,0.04,6.155557,5e-05,5e-05,0.069,,,,,,,,,,2014,2021-02-05,,,,,,,2454967.82322,0.00446,0.00446,,,,,,,,,,0.06,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19113530+4038161 c, K00834.03, KIC 5436502 c, KOI-834 c, KOI-834.03, WISE J191135.30+403816.1  c",,Kepler-238,287.897113,40.637815,,,13.894,13.545,,1897.73,79.95,79.95,0.143,,,1.43,5.82,1.31,1.43,0.26,0.26,,,,,5751.0,100.0,100.0,,,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1"
Kepler-238 d,Confirmed,,,,,,,0.274,0.051,0.051,13.233549,8.1e-05,8.1e-05,0.115,,,,,,,,,,2014,2021-02-05,,,,,,,2454973.32179,0.00365,0.00365,,,,,,,,,,0.43,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19113530+4038161 d, K00834.02, KIC 5436502 d, KOI-834 d, KOI-834.02, WISE J191135.30+403816.1  d",,Kepler-238,287.897113,40.637815,,,13.894,13.545,,1897.73,79.95,79.95,0.143,,,1.43,5.82,1.31,1.43,0.26,0.26,,,,,5751.0,100.0,100.0,,,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1"
Kepler-238 e,Confirmed,0.534,0.217,0.226,,,,0.5,0.041,0.211,23.654,,,,,,,,,,,,,2013,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19113530+4038161 e, K00834.01, KIC 5436502 e, KOI-834 e, KOI-834.01, WISE J191135.30+403816.1  e",,Kepler-238,287.897113,40.637815,,,13.894,13.545,,1897.73,79.95,79.95,0.143,,,1.43,5.82,1.31,1.43,0.26,0.26,,,,,5751.0,100.0,100.0,,,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1"
Kepler-238 f,Confirmed,0.042,0.008,0.009,,,,0.178,0.015,0.076,50.447,,,,,,,,,,,,,2013,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19113530+4038161 f, K00834.05, KIC 5436502 f, KOI-834 f, KOI-834.05, WISE J191135.30+403816.1  f",,Kepler-238,287.897113,40.637815,,,13.894,13.545,,1897.73,79.95,79.95,0.143,,,1.43,5.82,1.31,1.43,0.26,0.26,,,,,5751.0,100.0,100.0,,,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1"
Kepler-239 b,Confirmed,,,,,,,0.208,0.013,0.013,11.763051,3.4e-05,3.4e-05,0.095,,,,,,,,,,2014,2021-02-05,,,,,,,2455013.93614,0.00143,0.00143,,,,,,,,,,0.17,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19364851+4039482 b, K00835.01, KIC 5456651 b, KOI-835 b, KOI-835.01, WISE J193648.48+403948.1 b",,Kepler-239,294.202137,40.663406,,,13.703,13.215,13.133,660.07,13.72,13.72,-0.016,,,0.74,,,0.76,0.04,0.04,,,,,4914.0,100.0,100.0,,,"2MASS J19364851+4039482, KIC 5456651, KOI-835, WISE J193648.48+403948.1"
Kepler-239 c,Confirmed,,,,,,,0.224,0.037,0.037,56.228098,0.00058,0.00058,0.268,,,,,,,,,,2014,2021-02-05,,,,,,,2454965.28814,0.00575,0.00575,,,,,,,,,,0.86,0.32,0.32,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19364851+4039482 c, K00835.02, KIC 5456651 c, KOI-835 c, KOI-835.02, WISE J193648.48+403948.1 c",,Kepler-239,294.202137,40.663406,,,13.703,13.215,13.133,660.07,13.72,13.72,-0.016,,,0.74,,,0.76,0.04,0.04,,,,,4914.0,100.0,100.0,,,"2MASS J19364851+4039482, KIC 5456651, KOI-835, WISE J193648.48+403948.1"
Kepler-23 b,Confirmed,0.8,0.75,0.0,,,,0.17,,,7.1073,,,0.075,,,0.06,0.06,0.26,,,,,2011,2023-01-19,,,,,,,2454971.3022,,,2454971.3022,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19365254+4928452 b, GSC 03564-01806 b, K00168.03, KIC 11512246 b, KOI-168 b, KOI-168.03, WISE J193652.53+492845.3  b",,Kepler-23,294.218924,49.479225,14.0,,12.353,12.047,,856.34,11.79,11.79,,,,1.11,,,1.55,0.05,0.05,,,,,5828.0,100.0,100.0,,,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3"
Kepler-23 c,Confirmed,2.7,2.6,0.0,,,,0.285,,,10.7421,,,0.099,,,0.02,0.02,0.39,,,,,2011,2023-01-19,,,,,,,2454966.2926,,,2454966.2926,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19365254+4928452 c, GSC 03564-01806 c, K00168.01, KIC 11512246 c, KOI-168 c, KOI-168.01, WISE J193652.53+492845.3  c",,Kepler-23,294.218924,49.479225,14.0,,12.353,12.047,,856.34,11.79,11.79,,,,1.11,,,1.55,0.05,0.05,,,,,5828.0,100.0,100.0,,,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3"
Kepler-23 d,Confirmed,0.055,0.037,0.043,,,,0.196,0.008,0.008,15.274299,0.000104,0.000104,0.124,,,0.08,0.08,0.24,,,,,2014,2021-02-05,,,,,,,2454980.58253,0.00387,0.00387,2454980.5655,,,,,,,,,0.25,0.21,0.21,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19365254+4928452 d, K00168.02, KIC 11512246 d, KOI-168 d, KOI-168.02, WISE J193652.53+492845.3  d",,Kepler-23,294.218924,49.479225,14.0,,12.353,12.047,,856.34,11.79,11.79,,,,1.11,,,1.55,0.05,0.05,,,,,5828.0,100.0,100.0,,,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3"
Kepler-240 b,Confirmed,,,,,,,0.122,0.05,0.05,4.144495,2.6e-05,2.6e-05,0.048,,,,,,,,,,2014,2021-02-05,,,,,,,2454968.92658,0.00337,0.00337,,,,,,,,,,0.24,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19243810+4045009 b, K00837.02, KIC 5531576 b, KOI-837 b, KOI-837.02, WISE J192438.10+404500.8  b",,Kepler-240,291.158774,40.750263,,,14.113,13.606,13.464,762.74,20.31,20.31,0.089,,,,,,0.74,0.3,0.3,,,,,4985.0,200.0,200.0,,,"2MASS J19243810+4045009, KIC 5531576, KOI-837, WISE J192438.10+404500.8"
Kepler-240 c,Confirmed,,,,,,,0.196,0.079,0.079,7.953528,2.5e-05,2.5e-05,0.074,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.66155,0.00184,0.00184,,,,,,,,,,0.36,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19243810+4045009 c, K00837.01, KIC 5531576 c, KOI-837 c, KOI-837.01, WISE J192438.10+404500.8  c",,Kepler-240,291.158774,40.750263,,,14.113,13.606,13.464,762.74,20.31,20.31,0.089,,,,,,0.74,0.3,0.3,,,,,4985.0,200.0,200.0,,,"2MASS J19243810+4045009, KIC 5531576, KOI-837, WISE J192438.10+404500.8"
Kepler-241 Ab,Confirmed,,,,,,,0.208,0.092,0.092,12.718092,3.5e-05,3.5e-05,0.094,,,,,,,,,,2014,2025-03-01,,,,,,,2455008.35418,0.00163,0.00163,,,,,,,,,,0.54,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19313914+4103393 b, K00842.01, KIC 5794379 b, KOI-842 b, KOI-842.01, WISE J193139.14+410339.5  b",,Kepler-241 A,292.913118,41.060921,,,13.608,13.064,12.881,609.86,40.44,40.44,-0.243,,,,,,0.67,0.29,0.29,K3V,,,,4699.0,200.0,200.0,,,"2MASS J19313914+4103393, KIC 5794379, KOI-842, WISE J193139.14+410339.5"
Kepler-241 Ac,Confirmed,,,,,,,0.229,0.099,0.099,36.065978,0.000133,0.000133,0.189,,,,,,,,,,2014,2025-03-01,,,,,,,2455031.58185,0.00193,0.00193,,,,,,,,,,0.07,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19313914+4103393 c, K00842.02, KIC 5794379 c, KOI-842 c, KOI-842.02, WISE J193139.14+410339.5  c",,Kepler-241 A,292.913118,41.060921,,,13.608,13.064,12.881,609.86,40.44,40.44,-0.243,,,,,,0.67,0.29,0.29,K3V,,,,4699.0,200.0,200.0,,,"2MASS J19313914+4103393, KIC 5794379, KOI-842, WISE J193139.14+410339.5"
Kepler-242 b,Confirmed,,,,,,,0.233,0.143,0.143,8.20395,2e-05,2e-05,0.075,,,,,,,,,,2014,2021-02-05,,,,,,,2455002.69117,0.00139,0.00139,,,,,,,,,,0.06,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19061576+4148302 b, K00853.01, KIC 6428700 b, KOI-853 b, KOI-853.01, WISE J190615.76+414830.2  b",,Kepler-242,286.565695,41.808403,,,13.821,13.316,13.238,610.6,11.44,11.44,0.103,,,,,,0.85,0.52,0.52,,,,,5020.0,200.0,200.0,,,"2MASS J19061576+4148302, KIC 6428700, KOI-853, WISE J190615.76+414830.2"
Kepler-242 c,Confirmed,,,,,,,0.178,0.11,0.11,14.496481,8.3e-05,8.3e-05,0.109,,,,,,,,,,2014,2021-02-05,,,,,,,2454976.41348,0.00346,0.00346,,,,,,,,,,0.37,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19061576+4148302 c, K00853.02, KIC 6428700 c, KOI-853 c, KOI-853.02, WISE J190615.76+414830.2  c",,Kepler-242,286.565695,41.808403,,,13.821,13.316,13.238,610.6,11.44,11.44,0.103,,,,,,0.85,0.52,0.52,,,,,5020.0,200.0,200.0,,,"2MASS J19061576+4148302, KIC 6428700, KOI-853, WISE J190615.76+414830.2"
Kepler-243 b,Confirmed,,,,,,,0.219,0.103,0.103,5.715442,1.1e-05,1.1e-05,0.062,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.87832,0.00109,0.00109,,,,,,,,,,0.17,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19002651+4202022 b, K00857.01, KIC 6587280 b, KOI-857 b, KOI-857.01, WISE J190026.50+420202.2  b",,Kepler-243,285.11047,42.033958,,,13.622,13.191,13.064,707.94,9.98,9.98,0.241,,,0.89,,,0.84,0.4,0.4,,,,,5228.0,200.0,200.0,,,"2MASS J19002651+4202022, KIC 6587280, KOI-857, WISE J190026.50+420202.2"
Kepler-243 c,Confirmed,,,,,,,0.178,0.087,0.087,20.026218,0.000163,0.000163,0.142,,,,,,,,,,2014,2021-02-05,,,,,,,2454979.90767,0.00404,0.00404,,,,,,,,,,0.77,0.09,0.09,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19002651+4202022 c, K00857.02, KIC 6587280 c, KOI-857 c, KOI-857.02, WISE J190026.50+420202.2  c",,Kepler-243,285.11047,42.033958,,,13.622,13.191,13.064,707.94,9.98,9.98,0.241,,,0.89,,,0.84,0.4,0.4,,,,,5228.0,200.0,200.0,,,"2MASS J19002651+4202022, KIC 6587280, KOI-857, WISE J190026.50+420202.2"
Kepler-244 b,Confirmed,,,,,,,0.246,0.103,0.103,4.311792,8e-06,8e-06,0.05,,,,,,,,,,2014,2021-02-05,,,,,,,2455006.57568,0.001,0.001,,,,,,,,,,0.52,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085824+4218049 b, K00864.01, KIC 6849310 b, KOI-864 b, KOI-864.01, WISE J190858.22+421804.7  b",,Kepler-244,287.24268,42.301369,,,14.306,13.852,13.73,1067.62,36.93,36.93,-0.191,,,,,,0.8,0.34,0.34,,,,,5554.0,200.0,200.0,,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-244 c,Confirmed,,,,,,,0.183,0.078,0.078,9.767292,4.6e-05,4.6e-05,0.087,,,,,,,,,,2014,2021-02-05,,,,,,,2455019.57903,0.00229,0.00229,,,,,,,,,,0.49,0.19,0.19,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085824+4218049 c, K00864.03, KIC 6849310 c, KOI-864 c, KOI-864.03, WISE J190858.22+421804.7  c",,Kepler-244,287.24268,42.301369,,,14.306,13.852,13.73,1067.62,36.93,36.93,-0.191,,,,,,0.8,0.34,0.34,,,,,5554.0,200.0,200.0,,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-244 d,Confirmed,,,,,,,0.206,0.087,0.087,20.050401,0.00013,0.00013,0.14,,,,,,,,,,2014,2021-02-05,,,,,,,2455021.08718,0.00377,0.00377,,,,,,,,,,0.11,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085824+4218049 d, K00864.02, KIC 6849310 d, KOI-864 d, KOI-864.02, WISE J190858.22+421804.7  d",,Kepler-244,287.24268,42.301369,,,14.306,13.852,13.73,1067.62,36.93,36.93,-0.191,,,,,,0.8,0.34,0.34,,,,,5554.0,200.0,200.0,,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-245 b,Confirmed,,,,,,,0.229,0.016,0.016,7.49019,1.9e-05,1.9e-05,0.071,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.94919,0.00132,0.00132,,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 b, K00869.01, KIC 6948054 b, KOI-869 b, KOI-869.01, WISE J192633.32+422610.9  b",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-245 c,Confirmed,,,,,,,0.194,0.015,0.015,17.460812,7.6e-05,7.6e-05,0.124,,,,,,,,,,2014,2021-02-05,,,,,,,2454970.26441,0.00256,0.00256,,,,,,,,,,0.2,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 c, K00869.03, KIC 6948054 c, KOI-869 c, KOI-869.03, WISE J192633.32+422610.9  c",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-245 d,Confirmed,,,,,,,0.27,0.019,0.019,36.277108,0.000173,0.000173,0.202,,,,,,,,,,2014,2021-02-05,,,,,,,2455034.27797,0.00264,0.00264,,,,,,,,,,0.18,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 d, K00869.02, KIC 6948054 d, KOI-869 d, KOI-869.02, WISE J192633.32+422610.9  d",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-245 e,Confirmed,,,,,,,0.156,0.005,0.007,3.21982106,4.74e-06,4.74e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2454966.0031,0.00119,0.00119,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 e, K00869.04, KIC 6948054 e, KOI-869 e, KOI-869.04, WISE J192633.32+422610.9 e",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-246 b,Confirmed,,,,,,,0.209,0.107,0.107,4.60182,8e-06,8e-06,0.052,,,,,,,,,,2014,2021-02-05,,,,,,,2455002.97887,0.00096,0.00096,,,,,,,,,,0.58,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19455602+4239483 b, K00874.01, KIC 7134976 b, KOI-874 b, KOI-874.01, WISE J194556.01+423948.1  b",,Kepler-246,296.483427,42.663429,,,13.587,13.15,13.038,637.44,9.19,9.19,0.143,,,0.86,,,0.83,0.42,0.42,,,,,5206.0,200.0,200.0,,,"2MASS J19455602+4239483, KIC 7134976, KOI-874, WISE J194556.01+423948.1"
Kepler-246 c,Confirmed,,,,,,,0.134,0.068,0.068,11.187161,7.5e-05,7.5e-05,0.095,,,,,,,,,,2014,2021-02-05,,,,,,,2454970.18172,0.00415,0.00415,,,,,,,,,,0.04,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19455602+4239483 c, K00874.02, KIC 7134976 c, KOI-874 c, KOI-874.02, WISE J194556.01+423948.1  c",,Kepler-246,296.483427,42.663429,,,13.587,13.15,13.038,637.44,9.19,9.19,0.143,,,0.86,,,0.83,0.42,0.42,,,,,5206.0,200.0,200.0,,,"2MASS J19455602+4239483, KIC 7134976, KOI-874, WISE J194556.01+423948.1"
Kepler-247 b,Confirmed,,,,,,,0.146,0.041,0.041,3.33616,7e-06,7e-06,0.042,,,,,,,,,,2014,2021-02-05,,,,,,,2454968.3129,0.00118,0.00118,,,,,,,,,,0.14,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19143420+4302214 b, K00884.03, KIC 7434875 b, KOI-884 b, KOI-884.03, WISE J191434.21+430221.6  b",,Kepler-247,288.642531,43.039291,,,13.597,13.178,13.051,676.38,14.02,14.02,0.21,0.29,0.19,0.884,0.089,0.047,0.77,0.21,0.21,,,,,5100.0,200.0,200.0,,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-247 c,Confirmed,,,,,,,0.365,0.102,0.102,9.439452,7e-06,7e-06,0.084,,,,,,,,,,2014,2021-02-05,,,,,,,2455010.18536,0.00042,0.00042,,,,,,,,,,0.14,0.15,0.15,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19143420+4302214 c, K00884.01, KIC 7434875 c, KOI-884 c, KOI-884.01, WISE J191434.21+430221.6  c",,Kepler-247,288.642531,43.039291,,,13.597,13.178,13.051,676.38,14.02,14.02,0.21,0.29,0.19,0.884,0.089,0.047,0.77,0.21,0.21,,,,,5100.0,200.0,200.0,,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-247 d,Confirmed,,,,,,,0.352,0.098,0.098,20.477912,2.6e-05,2.6e-05,0.14,,,,,,,,,,2014,2021-02-05,,,,,,,2455011.66798,0.00068,0.00068,,,,,,,,,,0.13,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19143420+4302214 d, K00884.02, KIC 7434875 d, KOI-884 d, KOI-884.02, WISE J191434.21+430221.6  d",,Kepler-247,288.642531,43.039291,,,13.597,13.178,13.051,676.38,14.02,14.02,0.21,0.29,0.19,0.884,0.089,0.047,0.77,0.21,0.21,,,,,5100.0,200.0,200.0,,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-248 b,Confirmed,,,,,,,0.269,0.032,0.032,6.308205,1e-05,1e-05,0.066,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.04657,0.00089,0.00089,,,,,,,,,,0.38,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19321473+4334528 b, K00896.02, KIC 7825899 b, KOI-896 b, KOI-896.02, WISE J193214.73+433453.1  b",,Kepler-248,293.061384,43.581356,,,13.911,13.442,13.357,754.65,13.19,13.19,0.171,,,,,,0.83,0.1,0.1,,,,,5190.0,161.0,161.0,,,"2MASS J19321473+4334528, KIC 7825899, KOI-896, WISE J193214.73+433453.1"
Kepler-248 c,Confirmed,,,,,,,0.363,0.044,0.044,16.239494,2.4e-05,2.4e-05,0.123,,,,,,,,,,2014,2021-02-05,,,,,,,2455008.56901,0.00079,0.00079,,,,,,,,,,0.08,0.19,0.19,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19321473+4334528 c, K00896.01, KIC 7825899 c, KOI-896 c, KOI-896.01, WISE J193214.73+433453.1  c",,Kepler-248,293.061384,43.581356,,,13.911,13.442,13.357,754.65,13.19,13.19,0.171,,,,,,0.83,0.1,0.1,,,,,5190.0,161.0,161.0,,,"2MASS J19321473+4334528, KIC 7825899, KOI-896, WISE J193214.73+433453.1"
Kepler-249 b,Confirmed,,,,,,,0.097,0.004,0.004,3.306539,1e-05,1e-05,0.035,,,,,,,,,,2014,2021-02-05,,,,,,,2454967.371,0.00173,0.00173,,,,,,,,,,0.26,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19475641+4339306 b, K00899.02, KIC 7907423 b, KOI-899 b, KOI-899.02, WISE J194756.45+433930.9  b",,Kepler-249,296.985068,43.658524,,,12.836,12.15,11.966,191.44,1.22,1.22,0.221,,,,,,0.48,0.02,0.02,M2 V,,,,3568.0,150.0,150.0,,,"2MASS J19475641+4339306, KIC 7907423, KOI-899, WISE J194756.45+433930.9"
